         577251 function calls (565261 primitive calls) in 0.712 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.003    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
      231    0.000    0.000    0.006    0.000 tokenize.py:147(_compile)
       16    0.000    0.000    0.001    0.000 deprecation.py:363(_make_keyword_only)
       54    0.000    0.000    0.000    0.000 pathlib.py:704(__str__)
       33    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
        1    0.000    0.000    0.000    0.000 __init__.py:873(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
       66    0.000    0.000    0.002    0.000 pyparsing.py:2138(__add__)
      637    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        6    0.000    0.000    0.029    0.005 __init__.py:2(<module>)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
      584    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.009    0.009 multiarray.py:7(<module>)
      145    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
      712    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.003    0.003 fromnumeric.py:3(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
       66    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
      576    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       42    0.000    0.000    0.000    0.000 transforms.py:1231(__init_subclass__)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:10(<module>)
      334    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
       72    0.000    0.000    0.000    0.000 __init__.py:1890(make_alias)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
       13    0.000    0.000    0.005    0.000 enum.py:633(_convert)
        9    0.000    0.000    0.017    0.002 __init__.py:3(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:154(decorate)
      471    0.000    0.000    0.000    0.000 artist.py:1365(<genexpr>)
      418    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       35    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.010    0.010 pyparsing.py:6398(pyparsing_common)
       24    0.000    0.000    0.001    0.000 deprecation.py:314(_delete_parameter)
        1    0.000    0.000    0.042    0.042 __init__.py:72(<module>)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       84    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       31    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       82    0.000    0.000    0.005    0.000 docstring.py:113(dedent_interpd)
      158    0.000    0.000    0.000    0.000 rcsetup.py:62(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:1020(<listcomp>)
        1    0.000    0.000    0.001    0.001 kl.py:1(<module>)
       24    0.000    0.000    0.002    0.000 linecache.py:82(updatecache)
     1037    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        9    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       17    0.000    0.000    0.001    0.000 __init__.py:1974(_warn_external)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.001    0.001 subprocess.py:1412(_execute_child)
       34    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.002    0.002 typing.py:19(<module>)
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:991(<listcomp>)
       27    0.000    0.000    0.016    0.001 __init__.py:969(rc_params_from_file)
        1    0.000    0.000    0.003    0.003 defchararray.py:17(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:73(_wrapreduction)
       30    0.000    0.000    0.000    0.000 os.py:676(__getitem__)
      461    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
      576    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
       99    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       11    0.000    0.000    0.070    0.006 artist.py:1611(kwdoc)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
        1    0.000    0.000    0.005    0.005 font_manager.py:14(<module>)
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.005    0.005 __init__.py:24(<module>)
    52/42    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
        1    0.000    0.000    0.000    0.000 TiffTags.py:359(_populate)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
    80/76    0.000    0.000    0.038    0.001 __init__.py:815(__getitem__)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
      479    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
      710    0.000    0.000    0.000    0.000 _builtins.py:101(_is_special_functional_bound_op)
      100    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
       50    0.000    0.000    0.000    0.000 _internal.py:784(_ufunc_doc_signature_formatter)
      168    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
        2    0.000    0.000    0.006    0.003 shape_base.py:1(<module>)
       50    0.000    0.000    0.001    0.000 abc.py:125(__new__)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
        5    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.019    0.019 frontend.py:163(get_jit_def)
     23/8    0.000    0.000    0.000    0.000 frontend.py:499(build_BinOp)
        1    0.000    0.000    0.005    0.005 __init__.py:41(<module>)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6738(add_newdoc_for_scalar_type)
       40    0.000    0.000    0.000    0.000 pathlib.py:687(_format_parsed_parts)
        1    0.000    0.000    0.005    0.005 __init__.py:31(<module>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
        2    0.000    0.000    0.003    0.002 __init__.py:9(<module>)
      266    0.000    0.000    0.000    0.000 enum.py:628(value)
       32    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
      239    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:283(Legend)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4031(streamline)
        1    0.000    0.000    0.004    0.004 context.py:1(<module>)
        1    0.000    0.000    0.027    0.027 _backend_tk.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:96(__init__)
       12    0.000    0.000    0.021    0.002 artist.py:1230(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
       56    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
       25    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       10    0.000    0.000    0.000    0.000 axis.py:1885(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 _tensor_docs.py:1(<module>)
       30    0.000    0.000    0.000    0.000 pathlib.py:644(_parse_args)
       99    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
    67/19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1101(_recalculate)
       77    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 dviread.py:172(Dvi)
        1    0.000    0.000    0.003    0.003 _datasource.py:36(<module>)
        1    0.000    0.000    0.003    0.003 linalg.py:10(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       13    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
       29    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 colors.py:96(<dictcomp>)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
      104    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.002    0.002 Image.py:27(<module>)
        1    0.000    0.000    0.001    0.001 os.py:980(popen)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       34    0.000    0.000    0.000    0.000 rcsetup.py:75(<listcomp>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
      546    0.000    0.000    0.000    0.000 inspect.py:2521(default)
      578    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      251    0.000    0.000    0.000    0.000 transforms.py:1242(<genexpr>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
       57    0.000    0.000    0.000    0.000 rcsetup.py:387(validate_fontsize)
       32    0.000    0.000    0.000    0.000 warnings.py:470(__enter__)
      114    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 dates.py:133(<module>)
        1    0.000    0.000    0.015    0.015 request.py:68(<module>)
        1    0.000    0.000    0.003    0.003 secrets.py:7(<module>)
      124    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
        1    0.000    0.000    0.006    0.006 mathtext.py:16(<module>)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:316(getmembers)
      251    0.000    0.000    0.000    0.000 transforms.py:1236(<genexpr>)
       15    0.000    0.000    0.002    0.000 rcsetup.py:775(cycler)
        1    0.000    0.000    0.001    0.001 hmac.py:4(<module>)
        3    0.000    0.000    0.002    0.001 rnn.py:1(<module>)
     10/8    0.000    0.000    0.000    0.000 frontend.py:452(build_Call)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
       87    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      219    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      255    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
        1    0.000    0.000    0.004    0.004 mathtext.py:2237(Parser)
        1    0.000    0.000    0.011    0.011 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
       26    0.000    0.000    0.000    0.000 rcsetup.py:60(<dictcomp>)
       17    0.000    0.000    0.001    0.000 deprecation.py:56(warn_deprecated)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.002    0.002 scimath.py:17(<module>)
       33    0.000    0.000    0.001    0.000 __init__.py:1928(getLogger)
      161    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
       17    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
       19    0.000    0.000    0.000    0.000 colors.py:916(reversed)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
      388    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f9382b2e0e0}
        9    0.000    0.000    0.000    0.000 annotations.py:254(try_ann_to_type)
       30    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      219    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        2    0.000    0.000    0.006    0.003 __init__.py:6(<module>)
      169    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.038    0.038 _axes.py:1(<module>)
        6    0.000    0.000    0.004    0.001 patches.py:1774(_pprint_styles)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4249(parseImpl)
       29    0.000    0.000    0.000    0.000 rcsetup.py:271(validator)
        4    0.000    0.000    0.000    0.000 frontend.py:235(build_param)
       13    0.000    0.000    0.000    0.000 grad_mode.py:8(__call__)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       25    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       34    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
